latitude,longitude,crime_type,time_of_crime,population_density,median_income,education_level,unemployment_rate,proximity_to_transport,proximity_to_parks,proximity_to_schools,proximity_to_bars,historical_crime_data,poverty_rate,housing_density,police_stations,patrol_routes,response_time,weather_conditions
31.51837111,85.16196818,Burglary,14-12-2023 19:00,174,85733,0.302431245,0.005888057,0.346666841,0.04417424,0.057599506,0.29217422,23,0.378942415,0.105826051,4,13,20.2352668,Clear
23.84373166,71.24894624,Robbery,23-08-2023 08:00,209,95678,0.743642724,0.002748319,0.091931079,0.32402805,0.805349825,0.657746584,28,0.442632194,0.542694012,2,12,24.04754987,Fog
24.98690118,76.52505392,Assault,20-08-2023 00:00,404,76822,0.437107039,0.117549617,0.450113232,0.398303324,0.743948428,0.517520949,25,0.259138269,0.475919719,5,1,19.74414402,Rain
35.42742184,81.48141624,Burglary,28-05-2023 00:00,329,47753,0.418788485,0.108597247,0.627128623,0.756423783,0.856728608,0.662227407,42,0.267332093,0.359677785,5,8,15.71309304,Clear
10.4742529,68.71383703,Burglary,26-08-2023 13:00,69,32975,0.020486595,0.00314127,0.623577412,0.737483989,0.70414313,0.41383579,2,0.21940927,0.429217511,9,12,7.186675833,Snow
10.94417555,80.16033455,Burglary,17-10-2023 15:00,135,46098,0.30527816,0.02061375,0.012769028,0.221408097,0.167786003,0.154167554,26,0.269962525,0.762552181,7,1,28.17026638,Thunderstorm
8.990377205,82.44113802,Theft,18-02-2023 17:00,353,40853,0.86038308,0.167278928,0.633731965,0.227673952,0.73595902,0.421043044,25,0.014415371,0.822417159,7,6,3.615953979,Snow
32.71249949,75.23976175,Theft,26-09-2023 11:00,312,92583,0.803504498,0.090527689,0.665686429,0.627882827,0.557851932,0.477409118,39,0.290333897,0.11054093,1,4,14.75823678,Rain
31.12217713,85.34712271,Vandalism,25-01-2023 10:00,118,75294,0.74651086,0.024877453,0.502024528,0.651776347,0.108672953,0.677861752,46,0.321149967,0.366268438,7,6,20.88508711,Rain
33.80435473,90.1699355,Burglary,17-11-2023 13:00,251,68469,0.023128387,0.031184097,0.944879299,0.561102776,0.90512235,0.284513696,40,0.499039671,0.653919741,1,13,4.719283603,Thunderstorm
36.97565559,75.00994277,Burglary,03-11-2023 01:00,74,45630,0.026990291,0.122284547,0.258044744,0.11197138,0.902317103,0.645650776,44,0.138603155,0.016279061,9,3,10.5124851,Fog
31.73543008,86.28064708,Robbery,20-07-2023 19:00,481,43560,0.311464959,0.065733199,0.851915909,0.285720148,0.627864205,0.233837495,1,0.464931829,0.580608228,7,7,25.72986782,Snow
21.87519738,86.84093172,Robbery,13-04-2023 18:00,466,40077,0.474453272,0.005141046,0.174221564,0.031703211,0.41964122,0.764908678,37,0.435097409,0.207998181,8,14,10.77085201,Rain
31.19145195,95.89223082,Robbery,15-05-2023 10:00,268,72693,0.909741268,0.127203699,0.261955174,0.761594147,0.237924103,0.722111599,22,0.214324637,0.49561678,5,13,8.396355981,Thunderstorm
11.85361324,90.9034917,Robbery,28-03-2023 06:00,322,97049,0.384629816,0.006470585,0.204898775,0.806503427,0.097600526,0.117748307,15,0.39510376,0.773770174,1,14,23.38684215,Clear
27.08569382,92.9565164,Theft,19-04-2023 23:00,276,49421,0.288525003,0.02205599,0.885319496,0.920480599,0.805999499,0.592654904,7,0.269113012,0.716528956,4,5,7.290111143,Rain
12.58591599,82.46930332,Theft,10-09-2023 08:00,200,50784,0.571152968,0.03175365,0.793525679,0.087915567,0.966753078,0.088050027,38,0.054570228,0.600838863,7,1,14.59749037,Thunderstorm
35.98433238,73.5307136,Assault,24-11-2023 08:00,175,22651,0.9146943,0.028655582,0.450483775,0.906212956,0.014040632,0.969124319,36,0.03415062,0.087505228,8,5,27.15344091,Fog
23.637971,97.27738808,Assault,09-06-2023 23:00,78,67154,0.738638711,0.152312589,0.378023072,0.918425223,0.479361287,0.339239628,23,0.128701899,0.149796027,3,8,29.25359216,Fog
20.50812865,71.8901238,Burglary,18-12-2023 06:00,334,72400,0.856666282,0.018689091,0.01290129,0.997705992,0.106035788,0.02026115,0,0.149132146,0.401345414,3,3,23.09543,Snow
16.12502387,81.91369946,Theft,13-01-2023 06:00,163,44025,0.182197645,0.029728318,0.701939589,0.777888568,0.418539042,0.503615049,23,0.237730188,0.958446167,8,18,1.067931455,Thunderstorm
31.00762373,70.09512781,Burglary,23-11-2023 19:00,407,57447,0.125664445,0.089403114,0.964938125,0.262637836,0.580612795,0.121862669,3,0.216164549,0.652074498,6,2,5.333575621,Rain
21.7195897,95.75483012,Vandalism,02-01-2023 02:00,139,78847,0.544071134,0.028016738,0.778519324,0.26455887,0.42910066,0.650942812,7,0.113224312,0.793583144,4,4,19.04168523,Thunderstorm
24.99827131,96.37230077,Robbery,13-02-2023 07:00,183,72622,0.697370826,0.149387206,0.233076626,0.688216878,0.017223483,0.731006086,20,0.330472588,0.990861944,6,1,17.46404343,Clear
8.948662173,89.17809952,Robbery,29-10-2023 12:00,116,51609,0.954988048,0.09754917,0.264502031,0.679732662,0.987844768,0.859265973,22,0.489005697,0.069872721,4,9,16.26302238,Rain
26.43495651,78.35479032,Theft,05-02-2023 00:00,469,58014,0.371534408,0.175928679,0.422802865,0.660329201,0.92580426,0.888643502,38,0.305132833,0.475017968,7,15,18.55517151,Fog
26.2731951,75.55340435,Burglary,06-09-2023 19:00,253,26280,0.346556852,0.007623175,0.407731683,0.353120868,0.772373108,0.309449536,30,0.029619807,0.708624599,7,7,3.232758548,Fog
26.41447271,75.87338741,Burglary,04-07-2023 15:00,485,92983,0.515854298,0.171039678,0.232337681,0.519797278,0.400680899,0.357759743,27,0.181680266,0.802018431,9,6,11.87095558,Clear
35.95744389,71.82971494,Assault,23-10-2023 00:00,127,89453,0.684937937,0.030762191,0.791617788,0.301497479,0.689490181,0.974472895,43,0.149651551,0.528682338,6,5,27.15529058,Clear
28.30915273,83.50620233,Burglary,21-02-2023 20:00,234,44616,0.566023777,0.185126947,0.7860857,0.596790715,0.709768376,0.433921822,1,0.07922185,0.3679901,7,8,13.88765646,Fog
18.8976307,72.25524618,Vandalism,28-05-2023 20:00,311,96929,0.723030693,0.065208222,0.706470835,0.772402177,0.340254641,0.404705866,27,0.06919508,0.302970056,7,16,17.14913149,Fog
21.16133305,77.38020853,Vandalism,23-07-2023 20:00,79,78142,0.380314937,0.102156608,0.004960602,0.69869628,0.039686514,0.925360632,31,0.113194798,0.880486541,9,2,19.29282829,Thunderstorm
28.77083092,86.46249975,Assault,12-08-2023 13:00,141,50567,0.86219763,0.004738815,0.917378298,0.432505328,0.622314517,0.18730233,6,0.287665444,0.519459649,6,16,8.860714079,Thunderstorm
10.15858377,89.41702776,Vandalism,30-05-2023 13:00,487,75111,0.182975594,0.145827782,0.337558105,0.524728401,0.948083745,0.474075775,39,0.128556368,0.167736759,2,12,17.58267432,Thunderstorm
27.86958809,68.81119025,Vandalism,01-05-2023 18:00,499,80885,0.315904643,0.042754257,0.028818755,0.772418497,0.74778729,0.485425974,5,0.484759255,0.795979013,6,15,16.9435249,Fog
27.98262579,80.70239834,Robbery,14-04-2023 15:00,367,32248,0.773677664,0.183323349,0.637419034,0.232852909,0.227987389,0.742528259,18,0.050803496,0.29724501,3,19,28.71615798,Snow
14.54317078,87.20725063,Theft,25-03-2023 11:00,204,78661,0.335672254,0.132357409,0.737599295,0.221298599,0.555810301,0.435413502,8,0.124040494,0.314878471,7,14,28.3364555,Snow
12.16464789,93.1001071,Theft,10-04-2023 07:00,334,35147,0.668154602,0.056723829,0.670961015,0.484986813,0.390214731,0.863222112,38,0.172938585,0.027001884,4,2,21.58175409,Rain
17.61050785,82.02701612,Robbery,22-10-2023 16:00,473,92123,0.287797609,0.052181718,0.390916248,0.494136478,0.54650053,0.670246981,20,0.042733905,0.309431528,5,9,8.30486806,Fog
19.02035451,96.49773204,Burglary,18-11-2023 11:00,147,31940,0.187104342,0.034095843,0.861166001,0.023472748,0.72405949,0.930967533,25,0.407987526,0.741899006,9,19,10.02775233,Thunderstorm
25.0497457,75.88303364,Theft,01-09-2023 23:00,155,76137,0.300732564,0.160374101,0.35650851,0.581946339,0.486717155,0.262021188,34,0.14397699,0.837170495,9,1,13.29057597,Snow
21.20716419,68.4958051,Burglary,19-01-2023 16:00,225,22960,0.886993297,0.08769535,0.53825825,0.417741432,0.912316261,0.812402508,15,0.205115166,0.932564696,1,13,10.53520466,Rain
37.26051607,82.27395894,Burglary,04-09-2023 03:00,159,80835,0.460883129,0.055389122,0.921756539,0.576379705,0.692114688,0.116773209,0,0.493740758,0.739687766,8,9,2.779702992,Snow
11.37970847,75.60413419,Vandalism,15-05-2023 01:00,466,98211,0.225415154,0.190563902,0.727895322,0.914823674,0.352318841,0.801930098,18,0.433068627,0.969331471,5,5,14.67583309,Clear
14.49920128,92.23492779,Burglary,03-03-2023 13:00,427,58439,0.321438589,0.160448166,0.094668323,0.333118083,0.612333826,0.84872924,32,0.149661683,0.133610435,3,17,15.79639244,Snow
13.11023792,74.92023929,Vandalism,18-01-2023 08:00,310,36805,0.002770957,0.117260602,0.777138641,0.107835844,0.455376722,0.406596483,3,0.009434182,0.028043933,4,7,1.278424316,Snow
27.4707631,77.2014361,Robbery,23-03-2023 11:00,488,42010,0.755808288,0.160489731,0.901690984,0.206518689,0.792030839,0.700013836,19,0.038072208,0.740140667,3,13,19.37179974,Thunderstorm
15.79611479,91.28296373,Burglary,19-05-2023 23:00,434,97224,0.225677452,0.024025349,0.825388283,0.306537058,0.007449578,0.968702455,47,0.314708175,0.493460388,3,14,4.361855421,Rain
22.01627457,89.05369728,Theft,01-10-2023 03:00,317,34906,0.59792104,0.134432755,0.476765286,0.863470096,0.585565512,0.184933903,20,0.324132627,0.280093512,9,10,4.32084821,Thunderstorm
15.53722729,84.45090123,Robbery,25-04-2023 14:00,229,72707,0.025109538,0.064830315,0.825147791,0.549074292,0.023491401,0.618140958,27,0.217570909,0.452773417,6,8,5.19828024,Snow
13.04191184,88.75497821,Vandalism,26-12-2023 00:00,149,85153,0.834498432,0.137501795,0.075629091,0.995082067,0.979334396,0.047430531,44,0.09293261,0.321634881,4,5,6.300845768,Fog
11.62295412,80.3660601,Assault,01-09-2023 18:00,332,40995,0.187444754,0.192331426,0.254226612,0.285032016,0.507532542,0.338603675,48,0.275212106,0.671059095,8,19,12.01871641,Clear
27.56482401,68.2555844,Assault,11-11-2023 21:00,65,34176,0.004768378,0.156071918,0.866866896,0.068726816,0.278799506,0.141186784,39,0.440840318,0.302806612,3,16,6.088175451,Thunderstorm
12.43494218,68.43270527,Vandalism,26-08-2023 04:00,270,46535,0.301187808,0.113111767,0.041387811,0.301188136,0.110699514,0.536782992,14,0.442707785,0.05380966,6,10,7.713510793,Fog
14.14020496,83.07879838,Burglary,03-11-2023 08:00,412,59730,0.920487119,0.149106642,0.398054019,0.992594932,0.341695213,0.603215857,36,0.093131845,0.773774535,8,5,6.002720651,Thunderstorm
19.16677498,70.54042571,Vandalism,22-06-2023 19:00,450,33366,0.262614218,0.093666333,0.860469886,0.743099165,0.634079222,0.989405768,37,0.084301197,0.005700361,9,19,3.552397993,Thunderstorm
32.37300231,69.59651157,Burglary,25-11-2023 10:00,422,60559,0.503478838,0.055989036,0.445854769,0.91506135,0.972888321,0.966802485,31,0.131571905,0.124089897,1,4,9.744887494,Clear
11.23535725,96.38963753,Assault,02-05-2023 15:00,120,62839,0.407229844,0.008126808,0.084620769,0.594844734,0.094400339,0.882661341,7,0.151291228,0.438843803,7,19,5.126708683,Snow
32.8679913,93.26877734,Assault,11-01-2023 22:00,298,45287,0.294249258,0.135440609,0.459112523,0.27536345,0.210236999,0.567481285,25,0.063926985,0.577210586,2,13,18.35926188,Clear
11.20607351,72.55439776,Robbery,13-06-2023 22:00,145,39777,0.927353579,0.028518287,0.732215933,0.954431379,0.276943335,0.886062851,2,0.374491111,0.585861529,6,18,12.34293304,Thunderstorm
36.91261638,68.1194616,Vandalism,20-10-2023 16:00,52,36866,0.788994908,0.091869592,0.316391974,0.229156452,0.766004126,0.354917817,27,0.295222603,0.702988735,4,11,3.736921926,Snow
22.08461509,95.6908664,Burglary,29-09-2023 11:00,323,66861,0.761913315,0.133350909,0.906530919,0.397114034,0.07897341,0.200931252,8,0.338142276,0.25433732,1,7,9.608964043,Clear
36.92142378,76.25493124,Robbery,24-06-2023 13:00,292,44504,0.526107124,0.178258801,0.940796401,0.293387807,0.894397341,0.526045387,29,0.052165197,0.434603612,8,6,2.412429921,Thunderstorm
26.06148918,73.54679976,Burglary,01-09-2023 04:00,371,98878,0.824861674,0.121872727,0.167765581,0.643459049,0.218986997,0.531209298,10,0.138034322,0.826152004,2,17,23.05844118,Rain
29.98649652,88.36118756,Assault,25-06-2023 21:00,210,27509,0.458428658,0.043544936,0.093386438,0.418009726,0.718027597,0.910071639,1,0.145055828,0.206812398,9,19,20.22490535,Rain
9.544283534,71.29087955,Robbery,08-02-2023 22:00,275,22979,0.46518955,0.094811131,0.299356803,0.957108208,0.760551765,0.005736248,11,0.059805599,0.390987565,5,3,8.572172458,Thunderstorm
16.65796331,75.85423322,Theft,24-04-2023 12:00,472,78246,0.493774063,0.133524014,0.469042647,0.967420079,0.893083709,0.855551453,0,0.24394674,0.366084452,2,15,17.8450478,Snow
11.90973959,96.67027413,Burglary,04-01-2023 16:00,118,95800,0.236910225,0.039063504,0.157014072,0.096914018,0.207538919,0.608235497,39,0.143655235,0.758933738,5,17,21.6740943,Thunderstorm
17.04729377,86.83625929,Assault,22-07-2023 20:00,400,74306,0.923651859,0.146434359,0.241568313,0.928333093,0.723267678,0.939644497,27,0.2583808,0.343865982,2,2,8.806401006,Thunderstorm
11.86684939,83.35585929,Theft,07-02-2023 19:00,310,84503,0.258750675,0.152764847,0.933298753,0.797996015,0.353075975,0.745215932,15,0.03045757,0.897553258,6,4,27.70992922,Snow
17.68510884,79.75901541,Vandalism,18-05-2023 14:00,385,33928,0.1981595,0.104505872,0.714880021,0.712337436,0.388287097,0.366259451,14,0.353175369,0.983576591,4,1,28.40601975,Thunderstorm
20.49647944,90.79287798,Assault,15-09-2023 23:00,177,20358,0.243751793,0.171760248,0.597945995,0.362785981,0.508312057,0.634799157,40,0.425691831,0.2122061,2,8,19.80485369,Clear
10.27310689,72.23005406,Assault,03-10-2023 08:00,327,70909,0.817352117,0.044947968,0.707955717,0.67955724,0.131173727,0.369719664,30,0.295086647,0.353996216,7,15,8.713402341,Clear
28.62018589,96.4429976,Theft,05-07-2023 07:00,427,62501,0.768545638,0.107547499,0.002725869,0.810666434,0.358724529,0.921565483,9,0.070738341,0.174759923,8,11,22.42437789,Thunderstorm
24.94476246,93.33090414,Robbery,28-03-2023 16:00,421,82704,0.427106808,0.178832837,0.145521367,0.830424746,0.940489351,0.019684758,0,0.301288752,0.237746682,7,10,27.2056472,Snow
16.14937314,86.19734959,Vandalism,23-04-2023 03:00,152,88505,0.013781905,0.140830302,0.691750224,0.805775619,0.180628728,0.554790138,42,0.05997473,0.606775085,6,17,21.24955185,Fog
23.67884316,69.35715138,Burglary,24-09-2023 06:00,316,42254,0.975735033,0.161374863,0.714968498,0.32002359,0.315163952,0.507331391,11,0.062763623,0.584576363,8,1,19.16478506,Clear
11.14306291,88.63507053,Theft,16-09-2023 10:00,322,26182,0.132530977,0.044418604,0.852972922,0.185012992,0.807278342,0.190139563,20,0.316609469,0.331690229,2,15,17.51265736,Rain
25.21763767,94.85923119,Assault,18-11-2023 03:00,52,84827,0.851422677,0.114556116,0.585550228,0.543775351,0.249978693,0.428146662,38,0.049773158,0.556265042,5,2,8.783871727,Fog
35.53544897,83.47010808,Burglary,12-10-2023 10:00,352,87790,0.781723087,0.064808543,0.557250044,0.254226021,0.164790423,0.296892025,31,0.039444409,0.301025507,8,8,8.843059968,Thunderstorm
17.70221341,78.47878728,Assault,19-03-2023 22:00,239,72297,0.938075782,0.131783287,0.397637739,0.784985182,0.190514491,0.670409842,15,0.140436183,0.645012598,6,6,14.63084979,Thunderstorm
27.88838309,71.62412621,Robbery,24-08-2023 23:00,224,48143,0.773398539,0.104521929,0.81655608,0.044669987,0.985676415,0.753128728,0,0.036806789,0.696747359,5,6,27.57582681,Thunderstorm
12.24849758,90.21860235,Theft,28-08-2023 21:00,160,58834,0.331371591,0.125097761,0.852023052,0.425408548,0.41330761,0.771395688,40,0.434347085,0.436870588,3,16,3.228129274,Snow
29.31675436,94.03114024,Theft,23-02-2023 13:00,338,69180,0.231914043,0.123534005,0.451592963,0.778588029,0.395967329,0.394351925,34,0.292107645,0.906387196,3,4,12.7009869,Clear
16.85065791,71.0373761,Robbery,07-06-2023 02:00,281,70575,0.37769082,0.147287164,0.375592862,0.080559104,0.757018017,0.191389358,48,0.218773387,0.115174204,8,19,1.262287946,Fog
13.74918777,90.33824745,Assault,29-08-2023 19:00,457,20647,0.203087171,0.159776457,0.050405092,0.686979145,0.062739677,0.29405011,23,0.222385382,0.289554218,3,14,15.64135865,Thunderstorm
25.5261777,68.59987225,Robbery,18-05-2023 20:00,239,25791,0.719574748,0.012375554,0.792076576,0.231063256,0.16953785,0.53473411,7,0.3966193,0.28512746,7,3,18.53184036,Rain
8.987140349,96.4347091,Theft,10-03-2023 05:00,435,27339,0.826518632,0.18967537,0.67305705,0.127393893,0.719880102,0.61530261,42,0.341543149,0.174535656,6,16,21.80562202,Clear
32.60504885,86.1212,Assault,19-10-2023 08:00,342,50159,0.646438892,0.081288982,0.439201971,0.307886855,0.319651267,0.794872978,37,0.193563989,0.773570096,7,13,28.64186964,Snow
8.537107905,84.28646443,Burglary,08-12-2023 00:00,395,88380,0.186092731,0.034019402,0.504685373,0.019336248,0.701678311,0.719736392,24,0.361630394,0.250168634,6,11,17.0172811,Snow
28.19224287,76.77133012,Vandalism,08-03-2023 01:00,314,98206,0.037384711,0.184396024,0.896052251,0.630022497,0.022860344,0.174369907,28,0.488788718,0.193690544,6,16,24.89880069,Clear
16.28423282,95.32824598,Robbery,08-09-2023 00:00,97,28374,0.580401267,0.156798283,0.877674077,0.332908883,0.590359619,0.743990989,16,0.009046065,0.629969247,4,7,18.78098849,Snow
29.86766545,75.89103488,Vandalism,04-02-2023 23:00,397,26262,0.462673105,0.084070762,0.179083518,0.993711199,0.544245749,0.115110705,10,0.462971766,0.489454215,1,4,25.38237646,Snow
36.49590552,92.36469577,Vandalism,18-08-2023 05:00,50,48758,0.199703928,0.119982903,0.849009493,0.097839347,0.144856375,0.917754473,46,0.110084341,0.863038007,8,11,26.55565933,Rain
15.66359179,96.9636843,Assault,31-03-2023 19:00,213,51289,0.368083902,0.045239452,0.509738943,0.894884276,0.118735863,0.689770059,21,0.425147143,0.208413807,3,10,6.256612235,Snow
25.22379417,91.05352171,Assault,07-03-2023 06:00,76,75794,0.541466256,0.082626066,0.106117949,0.497957749,0.928154198,0.111913366,13,0.441902389,0.577662399,3,4,29.87529036,Snow
25.68762439,83.30640467,Vandalism,06-04-2023 22:00,240,33436,0.632917112,0.080187993,0.311483719,0.117700719,0.505016938,0.836577851,28,0.432504828,0.653015013,7,14,25.67205486,Thunderstorm
25.10975565,70.03597593,Robbery,19-10-2023 06:00,417,22624,0.476643778,0.150808088,0.68694574,0.856117341,0.049900529,0.678418915,38,0.404285063,0.265989425,3,4,5.085961757,Fog
14.91398367,81.94172402,Assault,08-06-2023 01:00,486,87652,0.971392822,0.086344599,0.89343391,0.111045564,0.148557839,0.711897127,36,0.110123777,0.174869472,3,10,26.35462675,Thunderstorm
36.22027114,80.94089925,Burglary,17-11-2023 21:00,200,42496,0.0462264,0.150974258,0.108349734,0.645859281,0.672552821,0.487428876,6,0.030335828,0.518135198,5,19,5.234416842,Clear
21.45606106,74.04192401,Burglary,09-01-2023 04:00,209,41712,0.658207913,0.158015886,0.609653199,0.245217563,0.476764443,0.604705215,8,0.118359644,0.61267045,5,3,25.66550835,Rain
33.11513324,80.51111776,Theft,17-05-2023 21:00,179,48154,0.909557902,0.077123972,0.678128926,0.449117544,0.597662786,0.428113622,38,0.309156054,0.57090317,2,19,5.678376087,Thunderstorm
28.82479484,78.582306,Theft,27-07-2023 15:00,399,51434,0.236564211,0.088012666,0.276177006,0.573019923,0.458275084,0.567509557,39,0.377617479,0.572675942,8,6,18.36883644,Clear
17.08515896,72.89594885,Burglary,11-04-2023 20:00,309,89031,0.213707188,0.104143199,0.756640596,0.91967546,0.925514973,0.789791163,36,0.219776784,0.497356304,7,4,24.11115548,Thunderstorm
32.16289634,81.0322624,Vandalism,12-01-2023 12:00,309,27334,0.762232807,0.000702139,0.103328314,0.28451376,0.825248728,0.199764411,29,0.482296018,0.20577432,8,14,15.25444034,Clear
19.97796763,75.80003872,Theft,27-06-2023 21:00,404,41942,0.486373794,0.039011,0.239676888,0.387694847,0.980144499,0.87589604,12,0.485900066,0.679407992,3,1,7.860686548,Snow
34.12821336,83.39642893,Burglary,21-08-2023 02:00,166,60700,0.992177507,0.169427429,0.000490964,0.199595771,0.939232942,0.306009038,15,0.465108289,0.505971213,4,16,15.66966214,Rain
25.37316788,69.13018975,Burglary,10-07-2023 16:00,214,25117,0.58912362,0.152188061,0.502737917,0.343621635,0.728697899,0.147566509,9,0.257781731,0.838811524,8,12,26.29796219,Rain
34.14667257,94.6525806,Assault,29-10-2023 06:00,476,62231,0.923441933,0.015430316,0.263435955,0.125811828,0.052530421,0.634549061,49,0.040102515,0.803322134,8,14,9.181595668,Rain
28.62192243,92.01947415,Vandalism,05-01-2023 04:00,416,40608,0.01221052,0.126979533,0.078067472,0.548083396,0.999101777,0.524409749,36,0.265741308,0.538981585,1,19,7.692078749,Thunderstorm
29.57742497,84.29063304,Assault,23-01-2023 02:00,70,84265,0.15453962,0.004147071,0.880881454,0.559231614,0.473318696,0.291533489,25,0.222382242,0.382103677,6,12,14.56670903,Snow
23.03867195,93.05799147,Assault,21-01-2023 17:00,283,89036,0.684419045,0.106840734,0.198664985,0.623373136,0.060997036,0.628170722,13,0.20987892,0.519619803,4,1,9.598002327,Clear
36.31764213,96.29817566,Theft,26-06-2023 23:00,183,33364,0.41646637,0.032296326,0.567319789,0.23035238,0.991423311,0.714351874,49,0.424199393,0.922477292,8,6,24.41990727,Thunderstorm
27.20451382,71.33830322,Burglary,13-08-2023 17:00,266,66289,0.835964569,0.170690469,0.27146543,0.432355653,0.570376718,0.272588008,6,0.199405954,0.524940132,3,6,25.76422896,Clear
20.77656742,86.58337199,Vandalism,17-01-2023 16:00,133,27524,0.428898093,0.122963044,0.597499576,0.041429087,0.459004023,0.11664084,37,0.049311981,0.536445845,7,8,1.543282506,Fog
26.10668185,97.34122423,Assault,06-09-2023 15:00,232,57551,0.712996696,0.012796452,0.654296634,0.040256688,0.019789431,0.510305117,30,0.483497543,0.519362373,4,6,20.81735697,Rain
8.960441391,97.04515266,Assault,22-11-2023 20:00,279,96485,0.566160017,0.128250772,0.725591292,0.309462858,0.428401169,0.282979317,49,0.47584386,0.973009733,6,12,17.26949472,Rain
17.20598465,85.77736367,Theft,20-10-2023 14:00,309,80905,0.119903567,0.178439642,0.295726079,0.489142951,0.183270747,0.325225141,19,0.406917849,0.89673061,7,16,1.00134231,Rain
27.67706729,71.8510115,Burglary,30-11-2023 19:00,389,60358,0.717951207,0.14674128,0.047255118,0.692974018,0.718948992,0.493968922,28,0.471369674,0.406608382,1,17,11.35898024,Snow
16.87026613,85.18754995,Burglary,22-02-2023 06:00,201,95812,0.706371801,0.023040462,0.857271648,0.758673465,0.007866903,0.731200466,12,0.10643788,0.477472941,7,4,2.014345097,Snow
26.44605053,68.16049382,Vandalism,06-09-2023 17:00,98,38171,0.115718151,0.133018653,0.969293787,0.40178098,0.533035681,0.01495998,40,0.224150181,0.308844021,2,10,5.762385298,Thunderstorm
20.92004607,73.92810211,Assault,29-01-2023 18:00,400,21009,0.561911458,0.122140536,0.886224719,0.755606422,0.043716218,0.478217372,32,0.007395541,0.045066299,7,8,5.242870171,Fog
12.35584268,96.11440858,Burglary,30-09-2023 04:00,208,27207,0.335650018,0.126270373,0.082610049,0.727604011,0.714829996,0.123490142,33,0.326512704,0.955000176,4,3,25.39285067,Snow
17.10984392,77.78190878,Theft,18-09-2023 20:00,267,57085,0.458849782,0.159032426,0.785136195,0.632474171,0.953019493,0.853227823,12,0.382924731,0.193325681,8,10,27.6985692,Clear
25.04297539,86.8048301,Vandalism,17-08-2023 06:00,441,24781,0.422758693,0.060883828,0.486003465,0.141629761,0.043320548,0.259776749,37,0.354978238,0.621937139,6,12,16.84946098,Snow
25.65348463,76.32918319,Vandalism,28-07-2023 00:00,476,29089,0.104774404,0.071093705,0.632121337,0.287243989,0.103084161,0.404003434,16,0.106407548,0.873698415,1,18,28.13450557,Snow
25.17029727,95.87118129,Theft,01-12-2023 14:00,190,90380,0.158022986,0.040363227,0.611715251,0.533876752,0.515592974,0.047423449,18,0.042764721,0.288664699,7,9,22.7067196,Clear
27.47346394,89.44677079,Burglary,16-05-2023 18:00,54,37583,0.086808616,0.091435217,0.53503129,0.813931934,0.982462104,0.149142786,29,0.389452312,0.840260643,3,3,10.02946129,Rain
27.44141548,77.75877892,Robbery,27-05-2023 03:00,290,81804,0.192447014,0.081968672,0.67507794,0.403313817,0.411456731,0.00178979,23,0.064171406,0.359611002,8,15,24.12782398,Rain
20.99741831,91.29860964,Burglary,04-10-2023 08:00,461,28618,0.852444386,0.016820369,0.616321429,0.967066246,0.615572955,0.360035309,20,0.343321104,0.733764241,8,3,25.24044109,Clear
